n	n*n	#proc	run	time [s]	distance
2048	4194304	5	1	0.477691	6520.47
2048	4194304	5	2	0.468107	6516.53
2048	4194304	5	3	0.467501	6517.71
2048	4194304	5	4	0.480861	6518.74
2048	4194304	5	5	0.467099	6515.74
2048	4194304	5	6	0.480662	6519.7
2048	4194304	5	7	0.464876	6513.98
2048	4194304	5	8	0.466774	6514.51
2048	4194304	5	9	0.467097	6516.55
2048	4194304	5	10	0.480329	6518.64
2048	4194304	5	11	0.479475	6522.42
2048	4194304	5	12	0.478985	6517.59
2048	4194304	5	13	0.466898	6517.75
2048	4194304	5	14	0.465835	6514.21
2048	4194304	5	15	0.467815	6516.99
2048	4194304	5	16	0.477904	6518.62
2048	4194304	5	17	0.468817	6517.83
2048	4194304	5	18	0.477179	6516.65
2048	4194304	5	19	0.466841	6514.7
2048	4194304	6	0	0.42996	6512.48
2048	4194304	6	1	0.428539	6517.47
2048	4194304	6	2	0.430672	6508.81
2048	4194304	6	3	0.436687	6521.3
2048	4194304	6	4	0.428595	6519.62
2048	4194304	6	5	0.433746	6518.55
2048	4194304	6	6	0.447708	6519.73
2048	4194304	6	7	0.426348	6517.74
2048	4194304	6	8	0.446326	6517.75
2048	4194304	6	9	0.435411	6515.56
2048	4194304	6	10	0.430731	6521.02
2048	4194304	6	11	0.42719	6516.51
2048	4194304	6	12	0.429618	6516.08
2048	4194304	6	13	0.435034	6517.65
2048	4194304	6	14	0.42863	6515.76
2048	4194304	6	15	0.429543	6519.26
2048	4194304	6	16	0.445379	6520.75
2048	4194304	6	17	0.427345	6518.56
2048	4194304	6	18	0.435019	6514.65
2048	4194304	6	19	0.428621	6517.7
2048	4194304	7	0	0.411152	6512.78
2048	4194304	7	1	0.404558	6515.04
2048	4194304	7	2	0.405371	6519.82
2048	4194304	7	3	0.425358	6519.49
2048	4194304	7	4	0.405072	6520.66
2048	4194304	7	5	0.404751	6517.03
2048	4194304	7	6	0.424112	6519.7
2048	4194304	7	7	0.412229	6518.43
2048	4194304	7	8	0.407471	6515.57
2048	4194304	7	9	0.426285	6518.18
2048	4194304	7	10	0.423628	6516.37
2048	4194304	7	11	0.423563	6514.25
2048	4194304	7	12	0.426914	6519.96
2048	4194304	7	13	0.403625	6517.57
2048	4194304	7	14	0.42501	6513.75
2048	4194304	7	15	0.425596	6517.54
2048	4194304	7	16	0.423662	6515.76
2048	4194304	7	17	0.422951	6517.7
2048	4194304	7	18	0.410711	6518.41
2048	4194304	7	19	0.403379	6515.64
2048	4194304	8	0	0.3997	6516.67
2048	4194304	8	1	0.384744	6519.76
2048	4194304	8	2	0.395598	6519.65
2048	4194304	8	3	0.383058	6517.66
2048	4194304	8	4	0.411957	6520.3
2048	4194304	8	5	0.394875	6518.52
2048	4194304	8	6	0.41011	6515.79
2048	4194304	8	7	0.398599	6517.8
2048	4194304	8	8	0.411379	6518.54
2048	4194304	8	9	0.382846	6519.64
2048	4194304	8	10	0.3936	6515.89
2048	4194304	8	11	0.384412	6512.83
2048	4194304	8	12	0.411711	6517.67
2048	4194304	8	13	0.394187	6516.84
2048	4194304	8	14	0.411983	6520.75
2048	4194304	8	15	0.386353	6518.26
2048	4194304	8	16	0.407942	6513.71
2048	4194304	8	17	0.395809	6520.04
2048	4194304	8	18	0.413708	6515.82
2048	4194304	8	19	0.383785	6516.82
4096	16777216	1	0	4.94578	13025.5
4096	16777216	1	1	4.94989	13025.5
4096	16777216	1	2	4.9448	13025.5
4096	16777216	1	3	4.94761	13025.5
4096	16777216	1	4	4.94968	13025.5
4096	16777216	1	5	4.94564	13025.5
4096	16777216	1	6	4.94875	13025.5
4096	16777216	1	7	4.94865	13025.5
4096	16777216	1	8	4.94489	13025.5
4096	16777216	1	9	4.95007	13025.5
4096	16777216	1	10	4.94854	13025.5
4096	16777216	1	11	4.94807	13025.5
4096	16777216	1	12	4.94405	13025.5
4096	16777216	1	13	4.94957	13025.5
4096	16777216	1	14	4.94398	13025.5
4096	16777216	1	15	4.94892	13025.5
4096	16777216	1	16	4.94459	13025.5
4096	16777216	1	17	4.94608	13025.5
4096	16777216	1	18	4.94376	13025.5
4096	16777216	1	19	4.94838	13025.5
4096	16777216	2	0	3.11801	13023.4
4096	16777216	2	1	3.11301	13018.1
4096	16777216	2	2	3.15215	13022.8
4096	16777216	2	3	3.11678	13026.4
4096	16777216	2	4	3.11904	13023.3
4096	16777216	2	5	3.11632	13024
4096	16777216	2	6	3.11917	13027.4
4096	16777216	2	7	3.1186	13023.3
4096	16777216	2	8	3.1627	13026.4
4096	16777216	2	9	3.11575	13022.4
4096	16777216	2	10	3.15594	13023.5
4096	16777216	2	11	3.12572	13030.4
4096	16777216	2	12	3.15549	13025.4
4096	16777216	2	13	3.11472	13022.4
4096	16777216	2	14	3.11911	13023.3
4096	16777216	2	15	3.11798	13025.3
4096	16777216	2	16	3.11168	13019.3
4096	16777216	2	17	3.12082	13025.3
4096	16777216	2	18	3.15675	13020.8
4096	16777216	2	19	3.11762	13023.5
4096	16777216	3	0	2.44258	13026.4
4096	16777216	3	1	2.4101	13023
4096	16777216	3	2	2.41134	13025
4096	16777216	3	3	2.40481	13021.3
4096	16777216	3	4	2.40046	13016.8
4096	16777216	3	5	2.44422	13026.2
4096	16777216	3	6	2.4415	13024.3
4096	16777216	3	7	2.40391	13023.4
4096	16777216	3	8	2.40735	13025.1
4096	16777216	3	9	2.40872	13023.3
4096	16777216	3	10	2.44588	13020.4
4096	16777216	3	11	2.40795	13025.4
4096	16777216	3	12	2.40768	13022
4096	16777216	3	13	2.40515	13023.4
4096	16777216	3	14	2.43932	13019.4
4096	16777216	3	15	2.4098	13027
4096	16777216	3	16	2.43916	13021.4
4096	16777216	3	17	2.44139	13017.4
4096	16777216	3	18	2.40977	13025.2
4096	16777216	3	19	2.446	13023.1
4096	16777216	4	0	2.07586	13021.3
4096	16777216	4	1	2.03434	13023
4096	16777216	4	2	2.08235	13023.4
4096	16777216	4	3	2.03766	13026.4
4096	16777216	4	4	2.07374	13022.1
4096	16777216	4	5	2.03703	13026.1
4096	16777216	4	6	2.03601	13026.2
4096	16777216	4	7	2.03707	13027.4
4096	16777216	4	8	2.03843	13023.1
4096	16777216	4	9	2.03732	13020.5
4096	16777216	4	10	2.07933	13025.2
4096	16777216	4	11	2.04343	13023.2
4096	16777216	4	12	2.07409	13023.2
4096	16777216	4	13	2.03483	13023.1
4096	16777216	4	14	2.03164	13022
4096	16777216	4	15	2.04003	13025.4
4096	16777216	4	16	2.03702	13027.5
4096	16777216	4	17	2.03891	13023.5
4096	16777216	4	18	2.07242	13024
4096	16777216	4	19	2.02895	13024.4
4096	16777216	5	0	1.82045	13029.2
4096	16777216	5	1	1.8126	13020.4
4096	16777216	5	2	1.8124	13023.5
4096	16777216	5	3	1.82783	13026.4
4096	16777216	5	4	1.81363	13021.4
4096	16777216	5	5	1.82021	13019.5
4096	16777216	5	6	1.81647	13025.7
4096	16777216	5	7	1.81523	13025.6
4096	16777216	5	8	1.8179	13027
4096	16777216	5	9	1.85973	13022.4
4096	16777216	5	10	1.85803	13022.4
4096	16777216	5	11	1.81191	13022.4
4096	16777216	5	12	1.8578	13024.1
4096	16777216	5	13	1.86422	13026.4
4096	16777216	5	14	1.82365	13025.4
4096	16777216	5	15	1.85614	13022.1
4096	16777216	5	16	1.84998	13022.4
4096	16777216	5	17	1.86328	13026.1
4096	16777216	5	18	1.81635	13025.7
4096	16777216	5	19	1.85161	13026.4
4096	16777216	6	0	1.7322	13023.5
4096	16777216	6	1	1.68529	13027.4
4096	16777216	6	2	1.72969	13023.4
4096	16777216	6	3	1.68754	13023.4
4096	16777216	6	4	1.72353	13019.1
4096	16777216	6	5	1.66306	13021.5
4096	16777216	6	6	1.66754	13017.7
4096	16777216	6	7	1.68239	13022.4
4096	16777216	6	8	1.72066	13023.3
4096	16777216	6	9	1.67008	13026.5
4096	16777216	6	10	1.71219	13019.3
4096	16777216	6	11	1.66659	13024.3
4096	16777216	6	12	1.67854	13023.5
4096	16777216	6	13	1.66553	13020.3
4096	16777216	6	14	1.6679	13020.1
4096	16777216	6	15	1.68092	13026.4
4096	16777216	6	16	1.66405	13020.3
4096	16777216	6	17	1.66088	13015.1
4096	16777216	6	18	1.6648	13021.4
4096	16777216	6	19	1.66892	13023.4
4096	16777216	7	0	1.57931	13018.4
4096	16777216	7	1	1.57967	13023.5
4096	16777216	7	2	1.56396	13024.5
4096	16777216	7	3	1.63572	13023
4096	16777216	7	4	1.56903	13026.4
4096	16777216	7	5	1.56026	13027.4
4096	16777216	7	6	1.58014	13025.3
4096	16777216	7	7	1.58568	13022.1
4096	16777216	7	8	1.64032	13024.5
4096	16777216	7	9	1.63834	13023.2
4096	16777216	7	10	1.55679	13021.5
4096	16777216	7	11	1.62451	13023.1
4096	16777216	7	12	1.6306	13024.4
4096	16777216	7	13	1.63096	13028.5
4096	16777216	7	14	1.6368	13024.4
4096	16777216	7	15	1.6283	13026.4
4096	16777216	7	16	1.63009	13023
4096	16777216	7	17	1.62739	13023.4
4096	16777216	7	18	1.62679	13021.5
4096	16777216	7	19	1.57612	13019.4
4096	16777216	8	0	1.51524	13027.4
4096	16777216	8	1	1.48552	13022.3
4096	16777216	8	2	1.4813	13026.1
4096	16777216	8	3	1.47782	13025.5
4096	16777216	8	4	1.52079	13026.2
4096	16777216	8	5	1.51458	13027.1
4096	16777216	8	6	1.57778	13024.1
4096	16777216	8	7	1.52483	13025.5
4096	16777216	8	8	1.47592	13026.4
4096	16777216	8	9	1.51531	13025.4
4096	16777216	8	10	1.57722	13026.4
4096	16777216	8	11	1.48343	13025.4
4096	16777216	8	12	1.57446	13024.4
4096	16777216	8	13	1.48841	13027.4
4096	16777216	8	14	1.56598	13024.4
4096	16777216	8	15	1.47857	13026.4
4096	16777216	8	16	1.48061	13026.4
4096	16777216	8	17	1.48329	13030.4
4096	16777216	8	18	1.57078	13024.4
4096	16777216	8	19	1.52039	13023.4
