n	n*n	#proc	run	time [s]	distance	#visited	time/node
512	262144	4	9	0.017292	814.147	109537	1.57864e-07
512	262144	4	10	0.016839	814.243	107613	1.56477e-07
512	262144	4	11	0.017187	814.261	108589	1.58276e-07
512	262144	4	12	0.017445	813.652	109512	1.59298e-07
512	262144	4	13	0.017974	815.943	113032	1.59017e-07
512	262144	4	14	0.017613	814.035	110035	1.60067e-07
512	262144	4	15	0.016789	812.171	104340	1.60907e-07
512	262144	4	16	0.017242	813.69	107324	1.60654e-07
512	262144	4	17	0.017314	813.245	107870	1.60508e-07
512	262144	4	18	0.016832	813.066	105229	1.59956e-07
512	262144	4	19	0.017448	813.531	109511	1.59326e-07
512	262144	4	20	0.017329	812.672	108146	1.60237e-07
512	262144	4	21	0.017147	813.257	106737	1.60647e-07
512	262144	4	22	0.017324	815.013	108568	1.59568e-07
512	262144	4	23	0.017093	813.145	106537	1.60442e-07
512	262144	4	24	0.01644	811.919	106778	1.53964e-07
512	262144	4	25	0.016967	813.711	110150	1.54035e-07
512	262144	4	26	0.016448	813.178	107817	1.52555e-07
512	262144	4	27	0.016978	814.169	109956	1.54407e-07
512	262144	4	28	0.016855	814.113	109815	1.53485e-07
512	262144	4	29	0.016497	813.278	107925	1.52856e-07
512	262144	4	30	0.017276	813.095	107044	1.61392e-07
512	262144	4	31	0.016808	813.279	104996	1.60082e-07
512	262144	4	32	0.017669	815.28	110562	1.59811e-07
512	262144	4	33	0.017515	814.198	109395	1.60108e-07
512	262144	4	34	0.017876	815.001	110997	1.61049e-07
512	262144	4	35	0.017452	814.281	108452	1.60919e-07
512	262144	4	36	0.01667	814.087	107638	1.54871e-07
512	262144	4	37	0.016212	812.633	106038	1.52889e-07
512	262144	4	38	0.016378	814.22	105789	1.54818e-07
512	262144	4	39	0.016498	813.235	107254	1.53822e-07
512	262144	4	40	0.015915	813.23	104111	1.52866e-07
512	262144	4	41	0.016474	814.071	106630	1.54497e-07
512	262144	4	42	0.016404	814.175	105527	1.55448e-07
512	262144	4	43	0.016989	814.931	111611	1.52216e-07
512	262144	4	44	0.016716	814.271	109105	1.5321e-07
512	262144	4	45	0.01594	812.214	103225	1.5442e-07
512	262144	4	46	0.016628	813.057	109027	1.52513e-07
512	262144	4	47	0.016823	814.192	108626	1.54871e-07
512	262144	4	48	0.016885	813.003	105289	1.60368e-07
512	262144	4	49	0.017097	814.278	108010	1.58291e-07
512	262144	5	0	0.017829	814.385	109625	1.62636e-07
512	262144	5	1	0.016463	814.134	111086	1.482e-07
512	262144	5	2	0.015185	811.837	105214	1.44325e-07
512	262144	5	3	0.015337	813.015	105636	1.45187e-07
512	262144	5	4	0.015577	813.272	107157	1.45366e-07
512	262144	5	5	0.015261	812.185	103433	1.47545e-07
512	262144	5	6	0.01548	813.238	105123	1.47256e-07
512	262144	5	7	0.015822	812.712	107721	1.46879e-07
512	262144	5	8	0.015957	815.133	108856	1.46588e-07
512	262144	5	9	0.015927	814.179	108559	1.46713e-07
512	262144	5	10	0.016014	814.281	108366	1.47777e-07
512	262144	5	11	0.014623	810.871	100202	1.45935e-07
512	262144	5	12	0.01554	813.143	106547	1.45851e-07
512	262144	5	13	0.015799	813.968	108721	1.45317e-07
512	262144	5	14	0.015359	812.198	105367	1.45767e-07
512	262144	5	15	0.016012	813.991	108462	1.47628e-07
512	262144	5	16	0.015744	812.191	105042	1.49883e-07
512	262144	5	17	0.014989	811.703	103254	1.45166e-07
512	262144	5	18	0.01551	813.153	106720	1.45334e-07
512	262144	5	19	0.015481	813.097	106441	1.45442e-07
512	262144	5	20	0.015658	813.64	106973	1.46373e-07
512	262144	5	21	0.016461	815.248	111488	1.47648e-07
512	262144	5	22	0.01543	813.138	109179	1.41328e-07
512	262144	5	23	0.015015	813.073	104465	1.43732e-07
512	262144	5	24	0.015297	813.117	108513	1.40969e-07
512	262144	5	25	0.014519	812.298	102215	1.42044e-07
512	262144	5	26	0.015382	814.257	108538	1.4172e-07
512	262144	5	27	0.015639	815.24	109332	1.43041e-07
512	262144	5	28	0.01521	812.181	106718	1.42525e-07
512	262144	5	29	0.015194	813.085	107023	1.41969e-07
512	262144	5	30	0.015947	816.289	112443	1.41823e-07
512	262144	5	31	0.015563	814.107	109255	1.42447e-07
512	262144	5	32	0.015601	815.116	108824	1.4336e-07
512	262144	5	33	0.015025	813.199	105189	1.42838e-07
512	262144	5	34	0.015941	813.015	108429	1.47018e-07
512	262144	5	35	0.015719	814.194	108022	1.45517e-07
512	262144	5	36	0.015625	813.205	106142	1.47208e-07
512	262144	5	37	0.015764	813.794	107602	1.46503e-07
512	262144	5	38	0.015964	814.248	109666	1.45569e-07
512	262144	5	39	0.016074	815.307	110726	1.45169e-07
512	262144	5	40	0.015322	814.158	110342	1.38859e-07
512	262144	5	41	0.014824	813.116	108000	1.37259e-07
512	262144	5	42	0.015044	815.234	109090	1.37904e-07
512	262144	5	43	0.014924	814.151	107860	1.38365e-07
512	262144	5	44	0.014872	814.261	107855	1.37889e-07
512	262144	5	45	0.015233	813.678	109733	1.38819e-07
512	262144	5	46	0.014805	812.963	108251	1.36765e-07
512	262144	5	47	0.015224	814.286	110489	1.37787e-07
512	262144	5	48	0.014533	812.896	103149	1.40893e-07
512	262144	5	49	0.014516	813.142	104906	1.38371e-07
512	262144	6	0	0.014637	815.135	112314	1.30322e-07
512	262144	6	1	0.013597	812.233	104480	1.3014e-07
512	262144	6	2	0.014133	815.294	109773	1.28748e-07
512	262144	6	3	0.014146	814.379	110381	1.28156e-07
512	262144	6	4	0.013398	812.249	102664	1.30503e-07
512	262144	6	5	0.013844	813.172	106253	1.30293e-07
512	262144	6	6	0.014342	814.087	109197	1.31341e-07
512	262144	6	7	0.013283	813.26	103036	1.28916e-07
512	262144	6	8	0.013963	814.152	108346	1.28874e-07
512	262144	6	9	0.014273	813.159	106639	1.33844e-07
512	262144	6	10	0.014518	815.043	108966	1.33234e-07
512	262144	6	11	0.014689	813.137	109565	1.34067e-07
512	262144	6	12	0.014194	813.388	107804	1.31665e-07
512	262144	6	13	0.01451	814.258	109406	1.32625e-07
512	262144	6	14	0.014399	814.104	107804	1.33566e-07
512	262144	6	15	0.01466	814.137	110206	1.33024e-07
512	262144	6	16	0.014094	813.19	105093	1.3411e-07
512	262144	6	17	0.014062	812.042	105827	1.32877e-07
512	262144	6	18	0.01437	814.147	107891	1.3319e-07
512	262144	6	19	0.014341	814.05	108207	1.32533e-07
512	262144	6	20	0.01416	813.295	105819	1.33813e-07
512	262144	6	21	0.014034	814.043	107919	1.30042e-07
512	262144	6	22	0.013867	811.992	108065	1.28321e-07
512	262144	6	23	0.01427	814.101	108664	1.31322e-07
512	262144	6	24	0.014053	813.279	109335	1.28532e-07
512	262144	6	25	0.014333	813.371	110368	1.29866e-07
512	262144	6	26	0.014018	813.016	107739	1.30111e-07
512	262144	6	27	0.013915	814.069	107700	1.29201e-07
512	262144	6	28	0.013474	812.94	103711	1.29919e-07
512	262144	6	29	0.013926	814.282	109150	1.27586e-07
512	262144	6	30	0.014034	813.284	108502	1.29343e-07
512	262144	6	31	0.014044	813.732	109114	1.28709e-07
512	262144	6	32	0.013973	814.28	108652	1.28603e-07
512	262144	6	33	0.014618	815.021	112613	1.29807e-07
512	262144	6	34	0.014194	815.233	109812	1.29257e-07
512	262144	6	35	0.014019	813.662	107482	1.30431e-07
512	262144	6	36	0.0142	813.624	109013	1.3026e-07
512	262144	6	37	0.014208	815.269	110028	1.29131e-07
512	262144	6	38	0.013873	813.211	107420	1.29147e-07
512	262144	6	39	0.014108	814.284	108255	1.30322e-07
512	262144	6	40	0.014304	813.979	108875	1.3138e-07
512	262144	6	41	0.014453	813.823	111344	1.29805e-07
512	262144	6	42	0.014141	814.169	108979	1.29759e-07
512	262144	6	43	0.013924	814.233	107792	1.29175e-07
512	262144	6	44	0.013946	813.215	107557	1.29661e-07
512	262144	6	45	0.014118	813.7	108533	1.3008e-07
512	262144	6	46	0.013604	813.151	105823	1.28554e-07
512	262144	6	47	0.014314	815.699	111314	1.28591e-07
512	262144	6	48	0.013236	812.284	102412	1.29243e-07
512	262144	6	49	0.014189	814.119	108778	1.3044e-07
512	262144	7	0	0.013957	813.175	104862	1.33099e-07
512	262144	7	1	0.014458	812.77	105610	1.369e-07
512	262144	7	2	0.014455	814.025	106538	1.35679e-07
512	262144	7	3	0.014581	814.225	107389	1.35777e-07
512	262144	7	4	0.014405	811.806	105000	1.3719e-07
512	262144	7	5	0.014533	812.809	104178	1.39502e-07
512	262144	7	6	0.01503	814.39	110786	1.35667e-07
512	262144	7	7	0.013915	813.84	107513	1.29426e-07
512	262144	7	8	0.013394	813.072	104493	1.28181e-07
512	262144	7	9	0.014132	815.194	109689	1.28837e-07
512	262144	7	10	0.013682	812.076	104575	1.30834e-07
512	262144	7	11	0.013174	812.035	101754	1.29469e-07
512	262144	7	12	0.0141	814.17	109819	1.28393e-07
512	262144	7	13	0.014108	812.623	105637	1.33552e-07
512	262144	7	14	0.014206	813.208	106345	1.33584e-07
512	262144	7	15	0.014471	814.142	107194	1.34998e-07
512	262144	7	16	0.014387	813.036	107399	1.33958e-07
512	262144	7	17	0.013985	812.172	104073	1.34377e-07
512	262144	7	18	0.014142	813.273	106073	1.33323e-07
512	262144	7	19	0.014135	814.907	109674	1.28882e-07
512	262144	7	20	0.013879	813.765	108210	1.2826e-07
512	262144	7	21	0.014323	815.291	111959	1.27931e-07
512	262144	7	22	0.013024	811.224	99005	1.31549e-07
512	262144	7	23	0.013914	814.161	108048	1.28776e-07
512	262144	7	24	0.014005	814.151	106843	1.3108e-07
512	262144	7	25	0.013354	815.089	108500	1.23078e-07
512	262144	7	26	0.013638	815.169	109798	1.2421e-07
512	262144	7	27	0.01345	813.932	110148	1.22108e-07
512	262144	7	28	0.013263	814.289	107933	1.22882e-07
512	262144	7	29	0.013128	813.136	105436	1.24512e-07
512	262144	7	30	0.01353	815.189	109920	1.2309e-07
512	262144	7	31	0.013523	814.123	109414	1.23595e-07
512	262144	7	32	0.013876	814.309	113880	1.21848e-07
512	262144	7	33	0.01316	814.215	107323	1.22621e-07
512	262144	7	34	0.013051	813.03	104309	1.25119e-07
512	262144	7	35	0.0135	814.073	110070	1.22649e-07
512	262144	7	36	0.013695	814.658	112612	1.21612e-07
512	262144	7	37	0.013315	814.218	106970	1.24474e-07
512	262144	7	38	0.014465	812.025	103988	1.39103e-07
512	262144	7	39	0.014792	814.234	109224	1.35428e-07
512	262144	7	40	0.014565	814.143	107319	1.35717e-07
512	262144	7	41	0.014897	816.179	109473	1.36079e-07
512	262144	7	42	0.014717	812.97	106823	1.3777e-07
512	262144	7	43	0.014849	813.855	110296	1.34629e-07
512	262144	7	44	0.014408	813.087	107091	1.3454e-07
512	262144	7	45	0.014365	812.287	106034	1.35475e-07
512	262144	7	46	0.014302	813.089	106970	1.33701e-07
512	262144	7	47	0.014854	814.08	107948	1.37603e-07
512	262144	7	48	0.014906	814.131	110388	1.35033e-07
512	262144	7	49	0.014676	814.176	109017	1.34621e-07
512	262144	8	0	0.016694	814.135	107801	1.54859e-07
512	262144	8	1	0.014264	814.292	106797	1.33562e-07
512	262144	8	2	0.014767	816.292	109723	1.34584e-07
512	262144	8	3	0.014021	813.2	104494	1.3418e-07
512	262144	8	4	0.014379	813.202	105045	1.36884e-07
512	262144	8	5	0.014424	815.267	107691	1.33939e-07
512	262144	8	6	0.012981	814.283	108491	1.1965e-07
512	262144	8	7	0.01293	814.24	107566	1.20205e-07
512	262144	8	8	0.013008	814.259	107795	1.20674e-07
512	262144	8	9	0.012935	815.295	107951	1.19823e-07
512	262144	8	10	0.013004	813.719	105180	1.23636e-07
512	262144	8	11	0.012842	812.977	105940	1.2122e-07
512	262144	8	12	0.01406	813.238	106205	1.32385e-07
512	262144	8	13	0.01388	813.004	104907	1.32308e-07
512	262144	8	14	0.014463	814.129	108978	1.32715e-07
512	262144	8	15	0.015273	815.291	111654	1.36789e-07
512	262144	8	16	0.014817	815.15	109924	1.34793e-07
512	262144	8	17	0.014635	815.146	110101	1.32923e-07
512	262144	8	18	0.012953	814.223	109297	1.18512e-07
512	262144	8	19	0.01314	815.117	111788	1.17544e-07
512	262144	8	20	0.013116	815.118	109040	1.20286e-07
512	262144	8	21	0.01255	811.292	103545	1.21203e-07
512	262144	8	22	0.013127	815.979	111739	1.17479e-07
512	262144	8	23	0.012798	813.237	106060	1.20668e-07
512	262144	8	24	0.013264	812.209	102136	1.29866e-07
512	262144	8	25	0.01344	813.277	105765	1.27074e-07
512	262144	8	26	0.01311	812.176	101972	1.28565e-07
512	262144	8	27	0.013764	814.289	109489	1.25711e-07
512	262144	8	28	0.013407	812.114	104292	1.28553e-07
512	262144	8	29	0.014234	813.998	110188	1.29179e-07
512	262144	8	30	0.013167	814.256	110252	1.19426e-07
512	262144	8	31	0.012531	812.484	105696	1.18557e-07
512	262144	8	32	0.013105	815.28	109916	1.19227e-07
512	262144	8	33	0.012961	815.056	109805	1.18037e-07
512	262144	8	34	0.012921	814.234	107900	1.1975e-07
512	262144	8	35	0.012882	813.137	106689	1.20743e-07
512	262144	8	36	0.014254	813.267	106424	1.33936e-07
512	262144	8	37	0.013672	812.134	103052	1.32671e-07
512	262144	8	38	0.014384	814.18	108312	1.32802e-07
512	262144	8	39	0.013771	813.847	104173	1.32194e-07
512	262144	8	40	0.014449	815.107	109639	1.31787e-07
512	262144	8	41	0.014214	813.091	107939	1.31685e-07
512	262144	8	42	0.014148	812.9	106769	1.3251e-07
512	262144	8	43	0.014149	813.187	105682	1.33883e-07
512	262144	8	44	0.01465	814.163	106288	1.37833e-07
512	262144	8	45	0.014335	814.152	108661	1.31924e-07
512	262144	8	46	0.013849	812.253	103230	1.34157e-07
512	262144	8	47	0.014192	814.17	106866	1.32802e-07
512	262144	8	48	0.0139	814.183	104324	1.33239e-07
512	262144	8	49	0.014747	814.467	110843	1.33044e-07
1024	1048576	1	0	0.161051	1627.24	434601	3.70572e-07
1024	1048576	1	1	0.160705	1627.24	434601	3.69776e-07
1024	1048576	1	2	0.161064	1627.24	434601	3.70602e-07
1024	1048576	1	3	0.161246	1627.24	434601	3.71021e-07
1024	1048576	1	4	0.160903	1627.24	434601	3.70232e-07
1024	1048576	1	5	0.160834	1627.24	434601	3.70073e-07
1024	1048576	1	6	0.160797	1627.24	434601	3.69988e-07
1024	1048576	1	7	0.160844	1627.24	434601	3.70096e-07
1024	1048576	1	8	0.160981	1627.24	434601	3.70411e-07
1024	1048576	1	9	0.160983	1627.24	434601	3.70416e-07
1024	1048576	1	10	0.160838	1627.24	434601	3.70082e-07
1024	1048576	1	11	0.161079	1627.24	434601	3.70637e-07
1024	1048576	1	12	0.16082	1627.24	434601	3.70041e-07
1024	1048576	1	13	0.160895	1627.24	434601	3.70213e-07
1024	1048576	1	14	0.161042	1627.24	434601	3.70551e-07
1024	1048576	1	15	0.160927	1627.24	434601	3.70287e-07
1024	1048576	1	16	0.161006	1627.24	434601	3.70469e-07
1024	1048576	1	17	0.160941	1627.24	434601	3.70319e-07
1024	1048576	1	18	0.161004	1627.24	434601	3.70464e-07
1024	1048576	1	19	0.160878	1627.24	434601	3.70174e-07
1024	1048576	1	20	0.160789	1627.24	434601	3.69969e-07
1024	1048576	1	21	0.160977	1627.24	434601	3.70402e-07
1024	1048576	1	22	0.160961	1627.24	434601	3.70365e-07
1024	1048576	1	23	0.160673	1627.24	434601	3.69702e-07
1024	1048576	1	24	0.160905	1627.24	434601	3.70236e-07
1024	1048576	1	25	0.160929	1627.24	434601	3.70291e-07
1024	1048576	1	26	0.160835	1627.24	434601	3.70075e-07
1024	1048576	1	27	0.160905	1627.24	434601	3.70236e-07
1024	1048576	1	28	0.160823	1627.24	434601	3.70047e-07
1024	1048576	1	29	0.160698	1627.24	434601	3.6976e-07
1024	1048576	1	30	0.16075	1627.24	434601	3.69879e-07
1024	1048576	1	31	0.160874	1627.24	434601	3.70165e-07
1024	1048576	1	32	0.160976	1627.24	434601	3.704e-07
1024	1048576	1	33	0.161119	1627.24	434601	3.70729e-07
1024	1048576	1	34	0.16125	1627.24	434601	3.7103e-07
1024	1048576	1	35	0.161138	1627.24	434601	3.70772e-07
1024	1048576	1	36	0.160955	1627.24	434601	3.70351e-07
1024	1048576	1	37	0.160827	1627.24	434601	3.70057e-07
1024	1048576	1	38	0.160923	1627.24	434601	3.70278e-07
1024	1048576	1	39	0.160857	1627.24	434601	3.70126e-07
1024	1048576	1	40	0.16091	1627.24	434601	3.70248e-07
1024	1048576	1	41	0.161064	1627.24	434601	3.70602e-07
1024	1048576	1	42	0.161061	1627.24	434601	3.70595e-07
1024	1048576	1	43	0.160674	1627.24	434601	3.69705e-07
1024	1048576	1	44	0.160927	1627.24	434601	3.70287e-07
1024	1048576	1	45	0.161321	1627.24	434601	3.71193e-07
1024	1048576	1	46	0.161359	1627.24	434601	3.71281e-07
1024	1048576	1	47	0.161379	1627.24	434601	3.71327e-07
1024	1048576	1	48	0.160913	1627.24	434601	3.70255e-07
1024	1048576	1	49	0.160809	1627.24	434601	3.70015e-07
1024	1048576	2	0	0.096514	1625.9	424998	2.27093e-07
1024	1048576	2	1	0.098207	1627.12	434522	2.26012e-07
1024	1048576	2	2	0.098254	1625.96	434532	2.26115e-07
1024	1048576	2	3	0.100018	1627.9	443757	2.25389e-07
1024	1048576	2	4	0.099641	1628.07	441483	2.25696e-07
1024	1048576	2	5	0.098364	1627.92	433940	2.26676e-07
1024	1048576	2	6	0.100172	1629.08	443016	2.26114e-07
1024	1048576	2	7	0.100905	1628.07	438175	2.30285e-07
1024	1048576	2	8	0.099246	1626.07	431690	2.29901e-07
1024	1048576	2	9	0.098545	1626.25	427336	2.30603e-07
1024	1048576	2	10	0.09891	1627.91	437718	2.25967e-07
1024	1048576	2	11	0.096879	1626.62	427194	2.2678e-07
1024	1048576	2	12	0.098289	1626.29	435294	2.25799e-07
1024	1048576	2	13	0.09794	1625.38	434878	2.25213e-07
1024	1048576	2	14	0.09963	1628.12	441165	2.25834e-07
1024	1048576	2	15	0.0975	1626.21	429087	2.27227e-07
1024	1048576	2	16	0.09843	1626.39	435452	2.26041e-07
1024	1048576	2	17	0.09915	1628.67	437349	2.26707e-07
1024	1048576	2	18	0.098837	1627.89	439003	2.2514e-07
1024	1048576	2	19	0.099982	1627.86	442203	2.261e-07
1024	1048576	2	20	0.099564	1628.15	439447	2.26567e-07
1024	1048576	2	21	0.097342	1627.21	430173	2.26286e-07
1024	1048576	2	22	0.098189	1627.83	435274	2.2558e-07
1024	1048576	2	23	0.09832	1627.18	434742	2.26157e-07
1024	1048576	2	24	0.098102	1626.28	434847	2.25601e-07
1024	1048576	2	25	0.097902	1626.14	426963	2.29299e-07
1024	1048576	2	26	0.098039	1626	425784	2.30255e-07
1024	1048576	2	27	0.097907	1625.81	426767	2.29416e-07
1024	1048576	2	28	0.097701	1628.01	432502	2.25897e-07
1024	1048576	2	29	0.094323	1624.13	414823	2.27381e-07
1024	1048576	2	30	0.099967	1627.52	442070	2.26134e-07
1024	1048576	2	31	0.097717	1626.18	423507	2.30733e-07
1024	1048576	2	32	0.100086	1627.12	435798	2.29661e-07
1024	1048576	2	33	0.101082	1627.31	440495	2.29474e-07
1024	1048576	2	34	0.096697	1624.39	427330	2.26282e-07
1024	1048576	2	35	0.099596	1627.5	441838	2.25413e-07
1024	1048576	2	36	0.099382	1628.63	441671	2.25014e-07
1024	1048576	2	37	0.098805	1627.88	437007	2.26095e-07
1024	1048576	2	38	0.096959	1624.5	429616	2.25688e-07
1024	1048576	2	39	0.096259	1625.26	424016	2.27017e-07
1024	1048576	2	40	0.098898	1627.98	436872	2.26378e-07
1024	1048576	2	41	0.101394	1629.48	446986	2.26839e-07
1024	1048576	2	42	0.098177	1625.38	433084	2.26693e-07
1024	1048576	2	43	0.098931	1626.23	428130	2.31077e-07
1024	1048576	2	44	0.100147	1626.57	432720	2.31436e-07
1024	1048576	2	45	0.099104	1626.05	429796	2.30584e-07
1024	1048576	2	46	0.097967	1626.89	433337	2.26076e-07
1024	1048576	2	47	0.099889	1627.46	441188	2.26409e-07
1024	1048576	2	48	0.097128	1626.32	430002	2.25878e-07
1024	1048576	2	49	0.099566	1628.36	440000	2.26286e-07
1024	1048576	3	0	0.073752	1626.24	426752	1.72822e-07
1024	1048576	3	1	0.073498	1626.63	425869	1.72584e-07
1024	1048576	3	2	0.074195	1625.17	428377	1.732e-07
1024	1048576	3	3	0.074813	1628.16	434925	1.72014e-07
1024	1048576	3	4	0.075741	1628.89	440589	1.71909e-07
1024	1048576	3	5	0.073705	1624.97	426425	1.72844e-07
1024	1048576	3	6	0.074377	1627.08	429821	1.73042e-07
1024	1048576	3	7	0.075475	1626.56	435837	1.73173e-07
1024	1048576	3	8	0.074604	1624.8	431219	1.73007e-07
1024	1048576	3	9	0.074137	1626.37	431423	1.71843e-07
1024	1048576	3	10	0.07593	1628.46	443175	1.71332e-07
1024	1048576	3	11	0.073344	1625.12	424637	1.72722e-07
1024	1048576	3	12	0.075729	1627.89	439195	1.72427e-07
1024	1048576	3	13	0.076481	1628.86	443947	1.72275e-07
1024	1048576	3	14	0.072174	1624.38	420166	1.71775e-07
1024	1048576	3	15	0.07279	1624.3	422617	1.72236e-07
1024	1048576	3	16	0.074086	1626.26	429739	1.72398e-07
1024	1048576	3	17	0.074814	1626.52	435325	1.71858e-07
1024	1048576	3	18	0.074013	1626.65	428196	1.72848e-07
1024	1048576	3	19	0.074525	1625.81	432845	1.72175e-07
1024	1048576	3	20	0.074767	1627.27	433953	1.72293e-07
1024	1048576	3	21	0.073215	1623.69	422229	1.73401e-07
1024	1048576	3	22	0.07544	1627.99	438417	1.72074e-07
1024	1048576	3	23	0.074782	1627.09	434016	1.72302e-07
1024	1048576	3	24	0.074893	1626.92	434511	1.72362e-07
1024	1048576	3	25	0.076203	1628.39	442880	1.72062e-07
1024	1048576	3	26	0.074576	1627.1	434142	1.71778e-07
1024	1048576	3	27	0.073563	1626.21	426103	1.72641e-07
1024	1048576	3	28	0.073948	1625.94	428932	1.724e-07
1024	1048576	3	29	0.073787	1626.26	426242	1.73111e-07
1024	1048576	3	30	0.075869	1627.91	437402	1.73454e-07
1024	1048576	3	31	0.075085	1627.92	435676	1.72341e-07
1024	1048576	3	32	0.074005	1624.86	427646	1.73052e-07
1024	1048576	3	33	0.075926	1628.97	441090	1.72133e-07
1024	1048576	3	34	0.074655	1625.4	435784	1.71312e-07
1024	1048576	3	35	0.075571	1628.05	439950	1.71772e-07
1024	1048576	3	36	0.073232	1624.37	424556	1.72491e-07
1024	1048576	3	37	0.073715	1626.22	426205	1.72957e-07
1024	1048576	3	38	0.076495	1629.22	442539	1.72855e-07
1024	1048576	3	39	0.072511	1626.02	417803	1.73553e-07
1024	1048576	3	40	0.075856	1626.36	439410	1.72631e-07
1024	1048576	3	41	0.074944	1626.27	435305	1.72164e-07
1024	1048576	3	42	0.074879	1627.09	433816	1.72605e-07
1024	1048576	3	43	0.07526	1627.42	437965	1.7184e-07
1024	1048576	3	44	0.074451	1627.21	431378	1.72589e-07
1024	1048576	3	45	0.072793	1625.06	421659	1.72635e-07
1024	1048576	3	46	0.074305	1626.55	432635	1.7175e-07
1024	1048576	3	47	0.076447	1628.78	441776	1.73045e-07
1024	1048576	3	48	0.073278	1626.11	424358	1.7268e-07
1024	1048576	3	49	0.074769	1627.15	433624	1.72428e-07
1024	1048576	4	0	0.063806	1626.26	429704	1.48488e-07
1024	1048576	4	1	0.062651	1625.17	428806	1.46106e-07
1024	1048576	4	2	0.06315	1627.94	429486	1.47036e-07
1024	1048576	4	3	0.061301	1625.22	419095	1.4627e-07
1024	1048576	4	4	0.062391	1626.28	431889	1.44461e-07
1024	1048576	4	5	0.061246	1625.08	425757	1.43852e-07
1024	1048576	4	6	0.062772	1627.29	433558	1.44783e-07
1024	1048576	4	7	0.060808	1624.06	419761	1.44863e-07
1024	1048576	4	8	0.06249	1628.23	434025	1.43978e-07
1024	1048576	4	9	0.063878	1628.57	444411	1.43736e-07
1024	1048576	4	10	0.062383	1627.22	426848	1.46148e-07
1024	1048576	4	11	0.063246	1627.06	431176	1.46683e-07
1024	1048576	4	12	0.062961	1625.18	430700	1.46183e-07
1024	1048576	4	13	0.065298	1628.63	435975	1.49775e-07
1024	1048576	4	14	0.065341	1627.87	436686	1.49629e-07
1024	1048576	4	15	0.065122	1626.59	436628	1.49148e-07
1024	1048576	4	16	0.063411	1626.64	431688	1.46891e-07
1024	1048576	4	17	0.064135	1628.26	435723	1.47192e-07
1024	1048576	4	18	0.063775	1626.48	434123	1.46905e-07
1024	1048576	4	19	0.065035	1626.62	433899	1.49885e-07
1024	1048576	4	20	0.065113	1628.1	437034	1.48988e-07
1024	1048576	4	21	0.064813	1626.38	433782	1.49414e-07
1024	1048576	4	22	0.064637	1629.09	441803	1.46303e-07
1024	1048576	4	23	0.061271	1624.39	419848	1.45936e-07
1024	1048576	4	24	0.063983	1627.5	437948	1.46097e-07
1024	1048576	4	25	0.063524	1627.26	433472	1.46547e-07
1024	1048576	4	26	0.062428	1625.19	425939	1.46566e-07
1024	1048576	4	27	0.062783	1625.21	427732	1.46781e-07
1024	1048576	4	28	0.063623	1627.07	432327	1.47164e-07
1024	1048576	4	29	0.064264	1628.25	439492	1.46223e-07
1024	1048576	4	30	0.063458	1625.91	434921	1.45907e-07
1024	1048576	4	31	0.06112	1624.22	415927	1.46949e-07
1024	1048576	4	32	0.062638	1625.98	427758	1.46433e-07
1024	1048576	4	33	0.064381	1626.6	439165	1.46599e-07
1024	1048576	4	34	0.062521	1625.22	426819	1.46481e-07
1024	1048576	4	35	0.06288	1626.62	434762	1.44631e-07
1024	1048576	4	36	0.062893	1628.77	436185	1.44189e-07
1024	1048576	4	37	0.063138	1627.5	434016	1.45474e-07
1024	1048576	4	38	0.064396	1627.96	437003	1.47358e-07
1024	1048576	4	39	0.061822	1624.18	417854	1.47951e-07
1024	1048576	4	40	0.061654	1623.96	419014	1.47141e-07
1024	1048576	4	41	0.065382	1627.18	435673	1.50071e-07
1024	1048576	4	42	0.063828	1626.66	427640	1.49256e-07
1024	1048576	4	43	0.06376	1625.26	425488	1.49851e-07
1024	1048576	4	44	0.063143	1626.81	437116	1.44454e-07
1024	1048576	4	45	0.062696	1627.03	436381	1.43673e-07
1024	1048576	4	46	0.06379	1629.11	440918	1.44675e-07
1024	1048576	4	47	0.065212	1627.13	434543	1.5007e-07
1024	1048576	4	48	0.064073	1625.18	423842	1.51172e-07
1024	1048576	4	49	0.065304	1627.01	431720	1.51265e-07
1024	1048576	5	0	0.057061	1626.88	433905	1.31506e-07
1024	1048576	5	1	0.056916	1626.61	435039	1.3083e-07
1024	1048576	5	2	0.058319	1628.56	447397	1.30352e-07
1024	1048576	5	3	0.054877	1625.4	428989	1.27922e-07
1024	1048576	5	4	0.056085	1627.37	438744	1.27831e-07
1024	1048576	5	5	0.056362	1627.63	438135	1.28641e-07
1024	1048576	5	6	0.056968	1628.09	433455	1.31428e-07
1024	1048576	5	7	0.057382	1627.78	438844	1.30757e-07
1024	1048576	5	8	0.055303	1626.13	422221	1.30981e-07
1024	1048576	5	9	0.05631	1627.16	436479	1.2901e-07
1024	1048576	5	10	0.056525	1629.12	442603	1.2771e-07
1024	1048576	5	11	0.055259	1626.72	431072	1.2819e-07
1024	1048576	5	12	0.057115	1627.35	434633	1.3141e-07
1024	1048576	5	13	0.057423	1629.21	439306	1.30713e-07
1024	1048576	5	14	0.057331	1627.53	438401	1.30773e-07
1024	1048576	5	15	0.058614	1630.15	448475	1.30696e-07
1024	1048576	5	16	0.056306	1625.5	428609	1.31369e-07
1024	1048576	5	17	0.055555	1625.98	424913	1.30744e-07
