n	n*n	#proc	run	time [s]	distance	#visited	time/node
256	65536	2	27	0.004665	407.068	24728	1.88653e-07
256	65536	2	28	0.004932	407.014	26966	1.82897e-07
256	65536	2	29	0.004957	406.932	26503	1.87035e-07
256	65536	2	30	0.004873	406.552	26479	1.84033e-07
256	65536	2	31	0.004536	406.037	24476	1.85324e-07
256	65536	2	32	0.005102	406.837	27777	1.83677e-07
256	65536	2	33	0.004829	406.754	26366	1.83153e-07
256	65536	2	34	0.004512	405.964	24269	1.85916e-07
256	65536	2	35	0.004666	406.098	25302	1.84412e-07
256	65536	2	36	0.004803	407.054	25984	1.84845e-07
256	65536	2	37	0.00458	407.033	25865	1.77073e-07
256	65536	2	38	0.004916	407.833	27649	1.778e-07
256	65536	2	39	0.004815	406.339	26917	1.78883e-07
256	65536	2	40	0.004931	407.93	26998	1.82643e-07
256	65536	2	41	0.004505	406.758	25688	1.75374e-07
256	65536	2	42	0.004562	406.064	25427	1.79416e-07
256	65536	2	43	0.004384	406.054	24543	1.78625e-07
256	65536	2	44	0.004937	408.02	27552	1.79188e-07
256	65536	2	45	0.004626	407.45	26721	1.73122e-07
256	65536	2	46	0.004858	406.96	27058	1.7954e-07
256	65536	2	47	0.004745	407.901	26502	1.79043e-07
256	65536	2	48	0.004501	405.778	24485	1.83827e-07
256	65536	2	49	0.004716	406.063	25622	1.84061e-07
256	65536	3	0	0.004226	406.038	23750	1.77937e-07
256	65536	3	1	0.004267	405.943	25069	1.7021e-07
256	65536	3	2	0.004029	404.482	23463	1.71717e-07
256	65536	3	3	0.004529	406.972	26603	1.70244e-07
256	65536	3	4	0.004758	408.327	28579	1.66486e-07
256	65536	3	5	0.00435	406.568	26346	1.6511e-07
256	65536	3	6	0.00442	408.028	26711	1.65475e-07
256	65536	3	7	0.004349	406.456	26584	1.63595e-07
256	65536	3	8	0.00438	406.324	26249	1.66863e-07
256	65536	3	9	0.004191	407.028	24886	1.68408e-07
256	65536	3	10	0.004203	405.55	25463	1.65063e-07
256	65536	3	11	0.004165	406.587	25711	1.61993e-07
256	65536	3	12	0.004249	406.282	26952	1.57651e-07
256	65536	3	13	0.004329	407.509	27351	1.58276e-07
256	65536	3	14	0.004266	406.642	26411	1.61524e-07
256	65536	3	15	0.004298	407.067	26789	1.60439e-07
256	65536	3	16	0.004362	406.98	27032	1.61364e-07
256	65536	3	17	0.004154	406.45	25751	1.61314e-07
256	65536	3	18	0.003989	405.645	24821	1.60711e-07
256	65536	3	19	0.004403	407.901	27527	1.59952e-07
256	65536	3	20	0.00395	405.036	24021	1.64439e-07
256	65536	3	21	0.004254	406.788	26446	1.60856e-07
256	65536	3	22	0.004245	407.105	26146	1.62358e-07
256	65536	3	23	0.004079	406.111	25402	1.60578e-07
256	65536	3	24	0.004185	405.765	25716	1.62739e-07
256	65536	3	25	0.004011	406.938	25036	1.60209e-07
256	65536	3	26	0.004397	407.845	27459	1.6013e-07
256	65536	3	27	0.004236	405.473	26478	1.59982e-07
256	65536	3	28	0.004165	406.261	26117	1.59475e-07
256	65536	3	29	0.00397	404.287	23942	1.65817e-07
256	65536	3	30	0.004219	407.101	26289	1.60485e-07
256	65536	3	31	0.004211	406.826	26848	1.56846e-07
256	65536	3	32	0.004289	407.88	27195	1.57713e-07
256	65536	3	33	0.004141	408.07	26816	1.54423e-07
256	65536	3	34	0.004296	406.914	26827	1.60137e-07
256	65536	3	35	0.004138	406.384	26088	1.58617e-07
256	65536	3	36	0.004208	408.078	26671	1.57774e-07
256	65536	3	37	0.004215	406.584	26601	1.58453e-07
256	65536	3	38	0.004353	406.269	26579	1.63776e-07
256	65536	3	39	0.004137	407.084	25979	1.59244e-07
256	65536	3	40	0.003986	406.109	24395	1.63394e-07
256	65536	3	41	0.004512	407.94	28218	1.59898e-07
256	65536	3	42	0.004239	407.104	26802	1.5816e-07
256	65536	3	43	0.004086	406.095	25874	1.57919e-07
256	65536	3	44	0.004336	407.038	27064	1.60213e-07
256	65536	3	45	0.004109	407.749	25975	1.58191e-07
256	65536	3	46	0.004113	405.796	25051	1.64185e-07
256	65536	3	47	0.004459	407.154	27654	1.61242e-07
256	65536	3	48	0.00429	408.095	26731	1.60488e-07
256	65536	3	49	0.004317	408.03	27122	1.5917e-07
256	65536	4	0	0.003933	406.132	25584	1.53729e-07
256	65536	4	1	0.003787	406.061	25096	1.50901e-07
256	65536	4	2	0.003787	405.821	25583	1.48028e-07
256	65536	4	3	0.003966	407.979	26781	1.4809e-07
256	65536	4	4	0.004279	408.153	28755	1.48809e-07
256	65536	4	5	0.00397	406.611	27302	1.45411e-07
256	65536	4	6	0.003547	404.998	23649	1.49985e-07
256	65536	4	7	0.003991	408.098	26929	1.48205e-07
256	65536	4	8	0.004021	406.882	26232	1.53286e-07
256	65536	4	9	0.00377	406.874	25707	1.46653e-07
256	65536	4	10	0.004005	406.997	27199	1.47248e-07
256	65536	4	11	0.00388	406.811	25899	1.49813e-07
256	65536	4	12	0.003893	408.083	26630	1.46189e-07
256	65536	4	13	0.004088	408.099	27781	1.47151e-07
256	65536	4	14	0.00386	407.034	24996	1.54425e-07
256	65536	4	15	0.003975	406.907	26916	1.47682e-07
256	65536	4	16	0.003874	406.96	26325	1.4716e-07
256	65536	4	17	0.003984	406.142	26535	1.50141e-07
256	65536	4	18	0.003862	406.83	26626	1.45046e-07
256	65536	4	19	0.004035	408.063	27771	1.45295e-07
256	65536	4	20	0.003803	405.989	25924	1.46698e-07
256	65536	4	21	0.003806	405.473	25917	1.46853e-07
256	65536	4	22	0.003497	406.076	23691	1.47609e-07
256	65536	4	23	0.003887	406.578	26263	1.48003e-07
256	65536	4	24	0.003636	406.147	25877	1.40511e-07
256	65536	4	25	0.003752	406.112	26117	1.43661e-07
256	65536	4	26	0.003611	405.744	24036	1.50233e-07
256	65536	4	27	0.003597	406.043	24051	1.49557e-07
256	65536	4	28	0.00395	406.703	26973	1.46443e-07
256	65536	4	29	0.003955	407.928	27737	1.42589e-07
256	65536	4	30	0.004037	407.93	27191	1.48468e-07
256	65536	4	31	0.003825	406.593	26243	1.45753e-07
256	65536	4	32	0.003931	407.893	27262	1.44193e-07
256	65536	4	33	0.003819	407.77	26279	1.45325e-07
256	65536	4	34	0.003802	406.465	26762	1.42067e-07
256	65536	4	35	0.00383	407.076	25439	1.50556e-07
256	65536	4	36	0.00374	407.011	25542	1.46425e-07
256	65536	4	37	0.003884	407.979	26713	1.45397e-07
256	65536	4	38	0.003835	407.1	26349	1.45546e-07
256	65536	4	39	0.004053	408.059	27422	1.47801e-07
256	65536	4	40	0.003729	406.322	25653	1.45363e-07
256	65536	4	41	0.003979	407.5	27283	1.45842e-07
256	65536	4	42	0.003869	406.139	26101	1.48232e-07
256	65536	4	43	0.003855	408.057	26709	1.44333e-07
256	65536	4	44	0.003666	405.774	24838	1.47596e-07
256	65536	4	45	0.004074	407.165	27738	1.46874e-07
256	65536	4	46	0.004149	407.528	28559	1.45278e-07
256	65536	4	47	0.004038	407.12	28632	1.41031e-07
256	65536	4	48	0.003839	406.279	27031	1.42022e-07
256	65536	4	49	0.003882	408.036	26587	1.46011e-07
256	65536	5	0	0.003409	404.44	23905	1.42606e-07
256	65536	5	1	0.003637	407.807	25675	1.41655e-07
256	65536	5	2	0.003844	408.093	27651	1.39018e-07
256	65536	5	3	0.003747	407.472	27134	1.38092e-07
256	65536	5	4	0.003708	407.988	26756	1.38586e-07
256	65536	5	5	0.003437	406.036	24628	1.39557e-07
256	65536	5	6	0.003491	405.552	25590	1.3642e-07
256	65536	5	7	0.003778	406.959	27268	1.38551e-07
256	65536	5	8	0.003867	407.848	27180	1.42274e-07
256	65536	5	9	0.003654	407.444	27019	1.35238e-07
256	65536	5	10	0.003542	407.093	26262	1.34872e-07
256	65536	5	11	0.003563	406.234	25895	1.37594e-07
256	65536	5	12	0.003824	407.438	27904	1.37041e-07
256	65536	5	13	0.003912	407.575	27337	1.43103e-07
256	65536	5	14	0.003734	408.36	27771	1.34457e-07
256	65536	5	15	0.003781	407.134	27416	1.37912e-07
256	65536	5	16	0.003532	407.06	25618	1.37872e-07
256	65536	5	17	0.003575	406.916	26190	1.36502e-07
256	65536	5	18	0.003419	406.069	24675	1.38561e-07
256	65536	5	19	0.003651	406.849	26317	1.38732e-07
256	65536	5	20	0.00375	407.093	26594	1.41009e-07
256	65536	5	21	0.003851	407.379	28412	1.35541e-07
256	65536	5	22	0.003671	405.853	25922	1.41617e-07
256	65536	5	23	0.003758	405.451	26442	1.42122e-07
256	65536	5	24	0.003756	406.85	25860	1.45244e-07
256	65536	5	25	0.003761	406.607	26674	1.40999e-07
256	65536	5	26	0.003862	406.957	26815	1.44024e-07
256	65536	5	27	0.00372	407.007	26595	1.39876e-07
256	65536	5	28	0.003682	404.967	26045	1.41371e-07
256	65536	5	29	0.003858	408.006	27107	1.42325e-07
256	65536	5	30	0.003885	408.027	28144	1.3804e-07
256	65536	5	31	0.003735	405.983	25446	1.46781e-07
256	65536	5	32	0.00377	407.118	27486	1.37161e-07
256	65536	5	33	0.003635	406.979	27198	1.3365e-07
256	65536	5	34	0.003486	407.027	25665	1.35827e-07
256	65536	5	35	0.003369	406.041	23692	1.422e-07
256	65536	5	36	0.003519	406.079	25519	1.37897e-07
256	65536	5	37	0.00336	405.461	23927	1.40427e-07
256	65536	5	38	0.003678	406.544	27224	1.35101e-07
256	65536	5	39	0.003684	406.583	26792	1.37504e-07
256	65536	5	40	0.003495	405.919	25327	1.37995e-07
256	65536	5	41	0.003694	407.928	27002	1.36805e-07
256	65536	5	42	0.003449	407.088	25189	1.36925e-07
256	65536	5	43	0.003706	407.94	26622	1.39208e-07
256	65536	5	44	0.003621	406.977	25774	1.4049e-07
256	65536	5	45	0.00376	407.831	27687	1.35804e-07
256	65536	5	46	0.003422	405.955	24995	1.36907e-07
256	65536	5	47	0.003453	406.114	25159	1.37247e-07
256	65536	5	48	0.003763	406.939	26891	1.39935e-07
256	65536	5	49	0.003651	406.836	25504	1.43154e-07
256	65536	6	0	0.003378	405.823	23377	1.44501e-07
256	65536	6	1	0.003308	406.006	24924	1.32723e-07
256	65536	6	2	0.003562	406.357	26565	1.34086e-07
256	65536	6	3	0.003558	407.072	26115	1.36244e-07
256	65536	6	4	0.003488	406.905	26325	1.32498e-07
256	65536	6	5	0.003522	407.782	28015	1.25718e-07
256	65536	6	6	0.003481	405.6	26416	1.31776e-07
256	65536	6	7	0.003467	407.053	25732	1.34735e-07
256	65536	6	8	0.003515	406.159	26607	1.32108e-07
256	65536	6	9	0.003467	406.316	26982	1.28493e-07
256	65536	6	10	0.003526	406.324	26010	1.35563e-07
256	65536	6	11	0.003442	406.968	26846	1.28213e-07
256	65536	6	12	0.003472	406.184	25872	1.34199e-07
256	65536	6	13	0.003409	407.067	26082	1.30703e-07
256	65536	6	14	0.00338	408.037	26242	1.28801e-07
256	65536	6	15	0.00352	407.321	27624	1.27425e-07
256	65536	6	16	0.003502	407.059	26494	1.32181e-07
256	65536	6	17	0.003687	408.216	28840	1.27843e-07
256	65536	6	18	0.003388	406.572	25472	1.33009e-07
256	65536	6	19	0.003519	407.963	26182	1.34405e-07
256	65536	6	20	0.00339	406.646	25530	1.32785e-07
256	65536	6	21	0.003466	407.072	24960	1.38862e-07
256	65536	6	22	0.003464	407.079	25932	1.3358e-07
256	65536	6	23	0.003815	407.285	28593	1.33424e-07
256	65536	6	24	0.00352	406.975	27052	1.3012e-07
256	65536	6	25	0.0034	406.11	25646	1.32574e-07
256	65536	6	26	0.003576	407.28	27597	1.29579e-07
256	65536	6	27	0.003304	405.982	24643	1.34075e-07
256	65536	6	28	0.003659	407.967	27367	1.33701e-07
256	65536	6	29	0.003439	406.909	26678	1.28908e-07
256	65536	6	30	0.003462	407.06	26470	1.3079e-07
256	65536	6	31	0.003308	406.556	25409	1.3019e-07
256	65536	6	32	0.003455	406.782	26152	1.32112e-07
256	65536	6	33	0.00351	407.099	26480	1.32553e-07
256	65536	6	34	0.003502	406.924	26526	1.32021e-07
256	65536	6	35	0.003327	406.929	24945	1.33373e-07
256	65536	6	36	0.003589	406.805	25946	1.38326e-07
256	65536	6	37	0.003701	408.048	27295	1.35593e-07
256	65536	6	38	0.003498	408.022	26462	1.3219e-07
256	65536	6	39	0.003244	405.844	24528	1.32257e-07
256	65536	6	40	0.003499	406.767	26928	1.29939e-07
256	65536	6	41	0.003645	407.091	27013	1.34935e-07
256	65536	6	42	0.003599	406.305	26951	1.33539e-07
256	65536	6	43	0.003986	407.139	28360	1.4055e-07
256	65536	6	44	0.003755	406.607	25657	1.46354e-07
256	65536	6	45	0.003625	405.637	24428	1.48395e-07
256	65536	6	46	0.003819	407	26829	1.42346e-07
256	65536	6	47	0.003832	406.975	26624	1.4393e-07
256	65536	6	48	0.003861	406.97	27328	1.41284e-07
256	65536	6	49	0.00365	406.85	25485	1.43222e-07
256	65536	7	0	0.00369	405.944	24953	1.47878e-07
256	65536	7	1	0.003722	406.891	25926	1.43562e-07
256	65536	7	2	0.003853	407.765	26978	1.4282e-07
256	65536	7	3	0.003692	406.763	26687	1.38345e-07
256	65536	7	4	0.003802	406.947	26316	1.44475e-07
256	65536	7	5	0.003475	406.99	26504	1.31112e-07
256	65536	7	6	0.003246	406.102	24296	1.33602e-07
256	65536	7	7	0.003275	407.787	26358	1.24251e-07
256	65536	7	8	0.003465	407.993	27040	1.28143e-07
256	65536	7	9	0.003422	407.931	27165	1.25971e-07
256	65536	7	10	0.003148	405.935	24197	1.30099e-07
256	65536	7	11	0.003471	406.803	26388	1.31537e-07
256	65536	7	12	0.003358	406.62	26941	1.24643e-07
256	65536	7	13	0.003306	406.958	24100	1.37178e-07
256	65536	7	14	0.003302	407.934	25897	1.27505e-07
256	65536	7	15	0.003345	406.897	25872	1.2929e-07
256	65536	7	16	0.003494	406.954	26181	1.33456e-07
256	65536	7	17	0.003312	406.06	25071	1.32105e-07
256	65536	7	18	0.003284	406.917	26433	1.24239e-07
256	65536	7	19	0.00339	406.387	26385	1.28482e-07
256	65536	7	20	0.003532	408.902	27767	1.27201e-07
256	65536	7	21	0.003435	406.827	26626	1.29009e-07
256	65536	7	22	0.003272	406.054	24968	1.31048e-07
256	65536	7	23	0.003468	407.076	26280	1.31963e-07
256	65536	7	24	0.003281	405.798	24974	1.31377e-07
256	65536	7	25	0.003349	406.095	25492	1.31375e-07
256	65536	7	26	0.003362	407.035	25945	1.29582e-07
256	65536	7	27	0.00329	405.73	25098	1.31086e-07
256	65536	7	28	0.003264	406.447	25432	1.28342e-07
256	65536	7	29	0.003397	406.476	25780	1.31769e-07
256	65536	7	30	0.003248	405.339	25052	1.2965e-07
256	65536	7	31	0.003309	405.895	25427	1.30137e-07
256	65536	7	32	0.003194	406.951	25157	1.26963e-07
256	65536	7	33	0.003385	407.079	25919	1.30599e-07
256	65536	7	34	0.003613	407.115	27943	1.29299e-07
256	65536	7	35	0.003402	406.06	24978	1.362e-07
256	65536	7	36	0.003434	406.482	26824	1.2802e-07
256	65536	7	37	0.003349	405.141	25385	1.31928e-07
256	65536	7	38	0.003389	407.587	27185	1.24664e-07
256	65536	7	39	0.003473	407.977	26889	1.29161e-07
256	65536	7	40	0.003606	408.127	28298	1.2743e-07
256	65536	7	41	0.003269	406.911	25728	1.2706e-07
256	65536	7	42	0.003179	406.025	24460	1.29967e-07
256	65536	7	43	0.003313	406.672	26082	1.27022e-07
256	65536	7	44	0.003269	405.988	25539	1.28e-07
256	65536	7	45	0.003658	409.031	28023	1.30536e-07
256	65536	7	46	0.003281	406.059	24876	1.31894e-07
256	65536	7	47	0.003339	406.361	25988	1.28482e-07
256	65536	7	48	0.003162	406.108	24635	1.28354e-07
256	65536	7	49	0.003306	406.817	25187	1.31258e-07
256	65536	8	0	0.003567	406.773	26639	1.33901e-07
256	65536	8	1	0.003426	407.295	27390	1.25082e-07
256	65536	8	2	0.003421	407.357	27812	1.23004e-07
256	65536	8	3	0.003385	406.497	26211	1.29144e-07
256	65536	8	4	0.003253	406.046	25167	1.29257e-07
256	65536	8	5	0.003059	405.059	23509	1.3012e-07
256	65536	8	6	0.003503	407.794	27243	1.28583e-07
256	65536	8	7	0.003291	406.487	26021	1.26475e-07
256	65536	8	8	0.00348	406.87	26969	1.29037e-07
256	65536	8	9	0.003352	407.877	27122	1.2359e-07
256	65536	8	10	0.003294	407.517	26115	1.26134e-07
256	65536	8	11	0.003506	406.928	27176	1.29011e-07
256	65536	8	12	0.003473	407.995	27250	1.2745e-07
256	65536	8	13	0.003402	407.229	26608	1.27856e-07
256	65536	8	14	0.00328	406.286	25118	1.30584e-07
256	65536	8	15	0.003673	406.953	26451	1.38861e-07
256	65536	8	16	0.003417	405.935	25917	1.31844e-07
256	65536	8	17	0.003794	407.013	26931	1.40879e-07
256	65536	8	18	0.003813	408.089	27320	1.39568e-07
256	65536	8	19	0.003607	406.861	26433	1.36458e-07
256	65536	8	20	0.003462	406.804	26405	1.31112e-07
256	65536	8	21	0.003708	408.568	27660	1.34056e-07
256	65536	8	22	0.003715	407.149	26764	1.38806e-07
256	65536	8	23	0.003883	408.111	27310	1.42182e-07
256	65536	8	24	0.003547	406.71	26601	1.33341e-07
256	65536	8	25	0.003371	406.786	24905	1.35354e-07
256	65536	8	26	0.003467	406.998	25408	1.36453e-07
256	65536	8	27	0.003859	407.951	26915	1.43377e-07
256	65536	8	28	0.003714	406.318	26143	1.42065e-07
256	65536	8	29	0.003788	407.991	26721	1.41761e-07
256	65536	8	30	0.003824	406.926	26523	1.44177e-07
256	65536	8	31	0.003853	407.655	27295	1.41161e-07
256	65536	8	32	0.00377	407.905	26368	1.42976e-07
256	65536	8	33	0.003906	408.098	27162	1.43804e-07
256	65536	8	34	0.003718	406.895	26337	1.4117e-07
256	65536	8	35	0.003967	408.108	27977	1.41795e-07
256	65536	8	36	0.003947	407.913	27615	1.4293e-07
256	65536	8	37	0.003523	406.019	24043	1.46529e-07
256	65536	8	38	0.003894	407.906	27740	1.40375e-07
256	65536	8	39	0.003852	407.988	27309	1.41052e-07
256	65536	8	40	0.004036	408.216	28373	1.42248e-07
256	65536	8	41	0.003627	406.101	24940	1.45429e-07
256	65536	8	42	0.003873	408.819	27662	1.40012e-07
256	65536	8	43	0.003606	406.134	25703	1.40295e-07
256	65536	8	44	0.003665	407.036	26068	1.40594e-07
256	65536	8	45	0.003871	407.066	26325	1.47047e-07
256	65536	8	46	0.003747	407.708	26967	1.38948e-07
256	65536	8	47	0.003654	406.334	25363	1.44068e-07
256	65536	8	48	0.003785	406.791	26072	1.45175e-07
256	65536	8	49	0.003676	406.591	26225	1.40172e-07
512	262144	1	0	0.041702	815.122	112050	3.72173e-07
512	262144	1	1	0.041886	815.122	112050	3.73815e-07
512	262144	1	2	0.041577	815.122	112050	3.71058e-07
512	262144	1	3	0.041516	815.122	112050	3.70513e-07
512	262144	1	4	0.041492	815.122	112050	3.70299e-07
512	262144	1	5	0.041521	815.122	112050	3.70558e-07
512	262144	1	6	0.041566	815.122	112050	3.70959e-07
512	262144	1	7	0.041576	815.122	112050	3.71049e-07
512	262144	1	8	0.041474	815.122	112050	3.70138e-07
512	262144	1	9	0.041538	815.122	112050	3.7071e-07
512	262144	1	10	0.041626	815.122	112050	3.71495e-07
512	262144	1	11	0.041626	815.122	112050	3.71495e-07
512	262144	1	12	0.041531	815.122	112050	3.70647e-07
512	262144	1	13	0.041461	815.122	112050	3.70022e-07
512	262144	1	14	0.041565	815.122	112050	3.7095e-07
512	262144	1	15	0.04163	815.122	112050	3.71531e-07
512	262144	1	16	0.041593	815.122	112050	3.712e-07
512	262144	1	17	0.041417	815.122	112050	3.6963e-07
512	262144	1	18	0.041453	815.122	112050	3.69951e-07
512	262144	1	19	0.041536	815.122	112050	3.70692e-07
512	262144	1	20	0.041513	815.122	112050	3.70486e-07
512	262144	1	21	0.041475	815.122	112050	3.70147e-07
512	262144	1	22	0.041442	815.122	112050	3.69853e-07
512	262144	1	23	0.041495	815.122	112050	3.70326e-07
512	262144	1	24	0.041492	815.122	112050	3.70299e-07
512	262144	1	25	0.041548	815.122	112050	3.70799e-07
512	262144	1	26	0.041465	815.122	112050	3.70058e-07
512	262144	1	27	0.041529	815.122	112050	3.70629e-07
512	262144	1	28	0.041441	815.122	112050	3.69844e-07
512	262144	1	29	0.041509	815.122	112050	3.70451e-07
512	262144	1	30	0.041453	815.122	112050	3.69951e-07
512	262144	1	31	0.04145	815.122	112050	3.69924e-07
512	262144	1	32	0.041521	815.122	112050	3.70558e-07
512	262144	1	33	0.04156	815.122	112050	3.70906e-07
512	262144	1	34	0.041722	815.122	112050	3.72352e-07
512	262144	1	35	0.041492	815.122	112050	3.70299e-07
512	262144	1	36	0.041439	815.122	112050	3.69826e-07
512	262144	1	37	0.041494	815.122	112050	3.70317e-07
512	262144	1	38	0.041461	815.122	112050	3.70022e-07
512	262144	1	39	0.041482	815.122	112050	3.7021e-07
512	262144	1	40	0.041413	815.122	112050	3.69594e-07
512	262144	1	41	0.041454	815.122	112050	3.6996e-07
512	262144	1	42	0.041439	815.122	112050	3.69826e-07
512	262144	1	43	0.041527	815.122	112050	3.70611e-07
512	262144	1	44	0.041401	815.122	112050	3.69487e-07
512	262144	1	45	0.041501	815.122	112050	3.70379e-07
512	262144	1	46	0.041457	815.122	112050	3.69987e-07
512	262144	1	47	0.0415	815.122	112050	3.7037e-07
512	262144	1	48	0.041433	815.122	112050	3.69772e-07
512	262144	1	49	0.041426	815.122	112050	3.6971e-07
512	262144	2	0	0.025787	813.979	107759	2.39303e-07
512	262144	2	1	0.026011	813.294	109807	2.36879e-07
512	262144	2	2	0.025778	816.285	110931	2.32379e-07
512	262144	2	3	0.024764	814.274	106175	2.33238e-07
512	262144	2	4	0.0255	814.21	109270	2.33367e-07
512	262144	2	5	0.025694	815.215	111214	2.31032e-07
512	262144	2	6	0.024064	813.283	103020	2.33586e-07
512	262144	2	7	0.023048	811.196	99557	2.31506e-07
512	262144	2	8	0.025322	813.974	108285	2.33846e-07
512	262144	2	9	0.025114	812.847	108148	2.32219e-07
512	262144	2	10	0.024356	813.215	103427	2.3549e-07
512	262144	2	11	0.025643	814.098	108784	2.35724e-07
512	262144	2	12	0.025701	814.295	109342	2.35051e-07
512	262144	2	13	0.02579	814.07	109133	2.36317e-07
512	262144	2	14	0.024737	813.192	107629	2.29836e-07
512	262144	2	15	0.025406	814.264	109702	2.31591e-07
512	262144	2	16	0.024473	813.189	105988	2.30903e-07
512	262144	2	17	0.024048	813.081	104626	2.29847e-07
512	262144	2	18	0.025783	815.295	111996	2.30214e-07
512	262144	2	19	0.025665	815.253	111135	2.30935e-07
512	262144	2	20	0.025214	814.088	109079	2.31154e-07
512	262144	2	21	0.024608	813.098	105944	2.32274e-07
512	262144	2	22	0.025035	814.115	108171	2.31439e-07
512	262144	2	23	0.024968	814.257	107824	2.31563e-07
512	262144	2	24	0.024679	813.286	107531	2.29506e-07
512	262144	2	25	0.025205	814.096	108995	2.31249e-07
512	262144	2	26	0.025359	814.036	109083	2.32474e-07
512	262144	2	27	0.025311	813.157	108566	2.33139e-07
512	262144	2	28	0.024948	813.22	107628	2.31798e-07
512	262144	2	29	0.024064	813.219	103183	2.33217e-07
512	262144	2	30	0.025812	815.064	111686	2.31112e-07
512	262144	2	31	0.024943	814.217	107790	2.31404e-07
512	262144	2	32	0.024866	813.124	106702	2.33042e-07
512	262144	2	33	0.025243	814.93	109125	2.31322e-07
512	262144	2	34	0.024843	812.142	106144	2.3405e-07
512	262144	2	35	0.025444	814.178	109323	2.32742e-07
512	262144	2	36	0.024597	813.034	106507	2.30943e-07
512	262144	2	37	0.025307	815.174	108546	2.33145e-07
512	262144	2	38	0.025472	815.156	109442	2.32744e-07
512	262144	2	39	0.023935	812.292	102981	2.32422e-07
512	262144	2	40	0.025415	815.169	110194	2.30639e-07
512	262144	2	41	0.025235	815.094	109537	2.30379e-07
512	262144	2	42	0.023987	813.19	103991	2.30664e-07
512	262144	2	43	0.025392	814.193	109614	2.31649e-07
512	262144	2	44	0.025391	814.256	110304	2.30191e-07
512	262144	2	45	0.024606	814.229	105831	2.32503e-07
512	262144	2	46	0.02434	812.383	105319	2.31107e-07
512	262144	2	47	0.024735	814.181	106048	2.33243e-07
512	262144	2	48	0.024537	813.169	105779	2.31965e-07
512	262144	2	49	0.025354	812.817	108956	2.32699e-07
512	262144	3	0	0.01997	814.278	109951	1.81626e-07
512	262144	3	1	0.020073	814.23	108038	1.85796e-07
512	262144	3	2	0.019814	814.2	106918	1.8532e-07
512	262144	3	3	0.019549	812.167	105790	1.84791e-07
512	262144	3	4	0.019851	814.286	107963	1.83869e-07
512	262144	3	5	0.019213	812.229	103878	1.84957e-07
512	262144	3	6	0.019845	814.154	107751	1.84175e-07
512	262144	3	7	0.019519	813.204	106924	1.8255e-07
512	262144	3	8	0.019602	813.236	108070	1.81382e-07
512	262144	3	9	0.019148	812.082	103595	1.84835e-07
512	262144	3	10	0.019073	812.103	102591	1.85913e-07
512	262144	3	11	0.020556	815.848	113078	1.81786e-07
512	262144	3	12	0.020143	814.24	110160	1.82852e-07
512	262144	3	13	0.019284	814.046	106605	1.80892e-07
512	262144	3	14	0.019333	813.082	106820	1.80987e-07
512	262144	3	15	0.019318	812.773	106517	1.81361e-07
512	262144	3	16	0.019413	814.227	107188	1.81112e-07
512	262144	3	17	0.018934	811.866	104218	1.81677e-07
512	262144	3	18	0.019251	813.158	105330	1.82768e-07
512	262144	3	19	0.019336	813.247	104686	1.84705e-07
512	262144	3	20	0.019462	813.158	105410	1.84631e-07
512	262144	3	21	0.018159	811.236	97562	1.86128e-07
512	262144	3	22	0.019714	813.88	107417	1.83528e-07
512	262144	3	23	0.01955	813.889	105695	1.84966e-07
512	262144	3	24	0.020157	814.026	109205	1.84579e-07
512	262144	3	25	0.019314	812.296	106153	1.81945e-07
512	262144	3	26	0.019689	814.097	107197	1.83671e-07
512	262144	3	27	0.020012	814.275	110490	1.8112e-07
512	262144	3	28	0.01964	813.277	108004	1.81845e-07
512	262144	3	29	0.01986	814.24	108626	1.82829e-07
512	262144	3	30	0.019615	813.617	108291	1.81132e-07
512	262144	3	31	0.019711	815.166	109203	1.80499e-07
512	262144	3	32	0.018553	812.185	102837	1.80412e-07
512	262144	3	33	0.018956	813.139	105213	1.80168e-07
512	262144	3	34	0.019772	813.859	109074	1.81271e-07
512	262144	3	35	0.019768	814.297	109316	1.80834e-07
512	262144	3	36	0.01872	812.209	103715	1.80495e-07
512	262144	3	37	0.019971	813.806	108344	1.8433e-07
512	262144	3	38	0.019499	813.295	105853	1.84208e-07
512	262144	3	39	0.019702	813.222	107180	1.83822e-07
512	262144	3	40	0.020232	814.917	110312	1.83407e-07
512	262144	3	41	0.019764	814.186	108514	1.82133e-07
512	262144	3	42	0.01922	813.293	104768	1.83453e-07
512	262144	3	43	0.020141	814.256	108918	1.84919e-07
512	262144	3	44	0.01963	813.271	104530	1.87793e-07
512	262144	3	45	0.018863	811.2	101616	1.8563e-07
512	262144	3	46	0.020201	814.249	109222	1.84954e-07
512	262144	3	47	0.01988	814.211	107076	1.85663e-07
512	262144	3	48	0.020108	814.036	107946	1.86278e-07
512	262144	3	49	0.019694	814.156	107975	1.82394e-07
512	262144	4	0	0.019101	814.25	109400	1.74598e-07
512	262144	4	1	0.01671	813.237	106931	1.56269e-07
512	262144	4	2	0.016975	813.134	108098	1.57033e-07
512	262144	4	3	0.016872	811.9	106701	1.58124e-07
512	262144	4	4	0.016813	813.282	106470	1.57913e-07
512	262144	4	5	0.017004	812.037	106224	1.60077e-07
512	262144	4	6	0.017481	814.103	110456	1.58262e-07
512	262144	4	7	0.016988	814.171	107406	1.58166e-07
512	262144	4	8	0.01713	813.701	107887	1.58777e-07
